rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
11,621566,Matt Olson,ATL,STL,2026-07-02T23:15:00Z,Scheduled,3,Dustin May,669160,R,61.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",64.7,43.2,54.4,92.1,80.0,24.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 11.2 HR allowed",EV profile; pitcher fly-ball pressure modest,13.77,51.83,92.95,104.0511,0.5081,0.2538,0.3607,74.67,48.51,35.48,32.08,22.7,0.2393,7.8,45.83,90.18,0.3999,0.1539,24.1,180 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,71,9,86,Truist Park,
12,682985,Riley Greene,DET,TEX,2026-07-03T00:05:00Z,Scheduled,4,Nathan Eovaldi,543135,R,61.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.7,38.3,62.6,90.4,80.0,54.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 14.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.79,49.63,91.37,102.9979,0.4777,0.2242,0.3523,75.6,57.41,38.91,31.98,18.5,0.1832,7.89,38.15,88.53,0.3965,0.1586,24.69,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,41,0,93,Globe Life Field,
13,571970,Max Muncy,LAD,SD,2026-07-03T02:10:00Z,Scheduled,5,Randy Vásquez,681190,R,61.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Platoon Edge",58.3,70.9,27.6,81.9,80.0,40.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","platoon edge; pitcher baseline 12.6% barrel, 13.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.16,46.81,90.39,101.4947,0.5005,0.2513,0.3698,71.48,14.01,52.27,35.02,17.6,0.2403,12.58,44.69,91.06,0.5377,0.242,29.3,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,,,,UNIQLO Field at Dodger Stadium,
14,518692,Freddie Freeman,LAD,SD,2026-07-03T02:10:00Z,Scheduled,3,Randy Vásquez,681190,R,61.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",50.1,70.9,27.6,92.1,80.0,63.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,25,1,Contact streak: 12/25 over last 7 games,"platoon edge; pitcher baseline 12.6% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.45,46.05,90.83,101.0485,0.5034,0.2154,0.3801,70.25,8.4,36.19,29.17,17.0,0.2084,12.58,44.69,91.06,0.5377,0.242,29.3,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,,,,UNIQLO Field at Dodger Stadium,
15,691406,Junior Caminero,TB,KC,2026-07-02T23:40:00Z,Scheduled,3,Stephen Kolek,663568,R,60.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",65.0,34.2,58.2,92.1,50.0,100.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,8,Hot streak: 8 HR in last 7 games,"same-side matchup; pitcher baseline 6.9% barrel, 8.3 HR allowed",EV profile; pitcher fly-ball pressure modest,13.72,52.1,93.17,105.5339,0.5101,0.2383,0.3677,79.55,86.84,45.38,23.63,30.3,0.2689,6.94,41.42,89.49,0.3899,0.1278,21.88,183 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,56,0,89,Kauffman Stadium,
16,681481,Kerry Carpenter,DET,TEX,2026-07-03T00:05:00Z,Scheduled,3,Nathan Eovaldi,543135,R,60.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.8,38.3,62.6,92.1,80.0,85.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 14.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.9,48.76,91.05,100.1223,0.4496,0.2186,0.3231,71.9,16.38,44.21,38.98,16.9,0.259,7.89,38.15,88.53,0.3965,0.1586,24.69,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,41,0,93,Globe Life Field,
17,695657,Colson Montgomery,CWS,CLE,2026-07-02T22:40:00Z,Scheduled,5,Slade Cecconi,677944,R,60.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",59.1,47.9,57.6,81.9,80.0,37.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 15.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.64,44.64,89.68,102.4373,0.4688,0.2479,0.3319,76.51,68.2,49.02,36.1,21.0,0.2697,9.05,40.0,89.18,0.4463,0.1842,25.89,242 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.4962&lon=-81.6852,46,0,95,Progressive Field,
18,678246,Miguel Vargas,CWS,CLE,2026-07-02T22:40:00Z,Scheduled,2,Slade Cecconi,677944,R,59.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.6,47.9,57.6,95.5,50.0,66.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 15.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.97,44.35,90.05,100.5013,0.5071,0.2417,0.3778,73.12,34.94,42.81,35.52,18.1,0.2188,9.05,40.0,89.18,0.4463,0.1842,25.89,242 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.4962&lon=-81.6852,46,0,95,Progressive Field,
19,664040,Brandon Lowe,PIT,PHI,2026-07-02T16:35:00Z,In Progress,2,Alan Rangel,660604,R,59.6,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",54.6,27.3,76.8,100.0,80.0,46.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.86,46.18,90.89,101.6954,0.4675,0.2219,0.3399,73.62,39.63,45.6,33.69,23.3,0.2469,6.86,30.17,87.1,0.3892,0.1569,30.41,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,61,9,91,Citizens Bank Park,
20,641343,Jake Bauers,MIL,CIN,2026-07-02T18:10:00Z,In Progress,5,Chase Burns,695505,R,58.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",58.8,37.9,54.1,86.4,80.0,59.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 9.2 HR allowed",EV profile; pitcher fly-ball pressure modest,13.21,50.43,92.19,103.0021,0.4598,0.2146,0.3547,76.71,70.77,37.75,29.84,12.6,0.2116,8.66,38.91,89.22,0.3511,0.1439,27.82,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.0280&lon=-87.9712,54,2,91,American Family Field,
