rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
11,669065,Kyle Stowers,MIA,TEX,2026-06-24T16:10:00Z,In Progress,3,Jacob deGrom,594798,R,62.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.4,51.8,43.0,96.6,80.0,80.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.3% barrel, 18.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.43,52.14,90.75,102.6748,0.4621,0.2202,0.3414,74.93,50.51,45.64,29.12,13.1,0.2126,9.3,43.37,90.52,0.4057,0.1756,31.35,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=25.7781&lon=-80.2197,75,3,84,loanDepot park,
12,607043,Brandon Nimmo,TEX,MIA,2026-06-24T16:10:00Z,In Progress,4,Eury Pérez,691587,R,62.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.4,62.3,43.0,94.9,80.0,55.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,1,Contact streak: 11/30 over last 7 games,"platoon edge; pitcher baseline 13.2% barrel, 11.3 HR allowed",EV profile; pitcher allows elevated contact,10.76,52.02,92.39,102.4317,0.4869,0.2062,0.3609,72.44,27.27,31.0,27.8,13.1,0.167,13.2,43.7,89.52,0.4318,0.2085,32.13,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=25.7781&lon=-80.2197,75,3,84,loanDepot park,
13,693307,Dillon Dingler,DET,NYY,2026-06-24T22:40:00Z,Scheduled,3,Ryan Weathers,677960,L,62.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",55.2,54.7,47.1,92.1,78.0,77.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.1% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.86,49.06,90.7,101.6736,0.5352,0.2375,0.3832,71.91,16.77,41.92,28.78,16.5,0.2352,11.07,41.64,89.25,0.4362,0.1974,29.26,63 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,66,2,70,Comerica Park,
14,677800,Wilyer Abreu,BOS,COL,2026-06-24T19:10:00Z,Pre-Game,3,Kyle Freeland,607536,L,62.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",50.8,57.0,69.7,96.6,50.0,60.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 16.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.81,42.94,90.1,100.9888,0.4687,0.2124,0.3413,73.82,37.96,37.06,37.24,13.6,0.1877,9.33,45.06,90.96,0.4835,0.1896,28.59,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,26,6,87,Coors Field,
15,696135,Kahlil Watson,CLE,CWS,2026-06-24T18:10:00Z,Delayed Start,6,Erick Fedde,607200,R,61.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Platoon Edge",77.4,44.9,41.0,76.2,80.0,26.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,3,17,1,"Last 6 games: 3/17, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 15.5 HR allowed",EV profile; pitcher fly-ball pressure modest,25.0,62.5,95.4,101.3488,0.423,0.237,0.255,73.8,36.0,25.0,37.5,1.0,0.177,8.25,39.52,88.94,0.4372,0.1762,28.21,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,63,0,66,Rate Field,
16,624413,Pete Alonso,BAL,LAA,2026-06-24T20:07:00Z,Pre-Game,4,José Soriano,667755,R,61.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",69.1,36.8,63.2,94.9,50.0,48.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 10.6 HR allowed",EV profile; pitcher fly-ball pressure modest,14.35,54.61,94.06,103.8704,0.5307,0.2598,0.3769,74.95,50.04,36.99,30.46,24.0,0.2296,8.39,40.78,89.16,0.3726,0.1355,20.5,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,59,5,76,Angel Stadium,
17,695600,Carter Jensen,KC,TB,2026-06-24T22:40:00Z,Scheduled,1,Griffin Jax,643377,R,60.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",52.4,47.8,56.1,88.7,80.0,81.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 8.4 HR allowed",EV profile; pitcher fly-ball pressure modest,12.19,47.94,92.39,103.1192,0.4412,0.1885,0.3364,74.34,40.78,40.16,28.74,7.9,0.2059,10.45,41.16,88.57,0.443,0.18,22.39,275 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,69,1,86,Tropicana Field,
18,695657,Colson Montgomery,CWS,CLE,2026-06-24T18:10:00Z,Delayed Start,5,Tanner Bibee,676440,R,60.6,Tier 3,Watch List,"Strong Barrel, Platoon Edge",58.3,52.6,41.0,86.4,80.0,67.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 19.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.43,45.55,89.82,102.5002,0.4604,0.243,0.3291,76.44,67.29,50.21,33.79,20.3,0.2732,9.57,42.83,90.11,0.4291,0.1821,28.11,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,63,0,66,Rate Field,
19,682626,Francisco Alvarez,NYM,CHC,2026-06-24T23:10:00Z,Scheduled,5,Shota Imanaga,684007,L,60.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",56.6,55.0,40.8,81.9,78.0,77.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 21.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.76,47.86,91.42,102.9395,0.4608,0.2129,0.3379,74.35,44.86,43.0,25.1,7.5,0.163,10.76,39.86,89.16,0.4228,0.194,34.04,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
20,676369,Nelson Velazquez,STL,AZ,2026-06-24T23:45:00Z,Scheduled,4,Mitch Bratt,683352,L,60.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",68.6,41.2,44.6,90.4,78.0,28.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,12.5,66.7,93.6,102.6483,0.55,0.265,0.391,74.6,52.5,50.0,29.2,2.0,0.235,,,,,,,76 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,49,0,80,Busch Stadium,
21,677951,Bobby Witt,KC,TB,2026-06-24T22:40:00Z,Scheduled,2,Griffin Jax,643377,R,60.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.5,47.8,56.1,95.5,50.0,63.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,26,1,Contact streak: 12/26 over last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 8.4 HR allowed",EV profile; pitcher fly-ball pressure modest,12.22,51.3,93.3,103.7778,0.5178,0.2143,0.3839,73.81,40.93,28.77,26.99,13.9,0.1815,10.45,41.16,88.57,0.443,0.18,22.39,275 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,69,1,86,Tropicana Field,
22,691406,Junior Caminero,TB,KC,2026-06-24T22:40:00Z,Scheduled,4,Noah Cameron,702070,L,60.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.2,41.5,56.1,90.4,78.0,52.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 11.0 HR allowed",EV profile; pitcher fly-ball pressure modest,12.39,51.47,92.96,105.3393,0.4786,0.2103,0.3572,79.55,87.26,43.49,21.6,24.7,0.2276,8.26,38.66,88.46,0.4331,0.1723,25.54,275 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,69,1,86,Tropicana Field,
23,665052,Griffin Conine,MIA,TEX,2026-06-24T16:10:00Z,In Progress,5,Jacob deGrom,594798,R,60.1,Tier 3,Watch List,"Strong Barrel, Platoon Edge",62.4,51.8,43.0,86.4,80.0,26.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 18.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,18.44,49.43,87.12,103.8362,0.5389,0.2572,0.3795,74.19,43.76,42.6,23.62,2.0,0.2182,9.3,43.37,90.52,0.4057,0.1756,31.35,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=25.7781&lon=-80.2197,75,3,84,loanDepot park,
24,671739,Michael Harris,ATL,SD,2026-06-25T00:40:00Z,Scheduled,2,JP Sears,676664,L,59.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.7,54.1,43.6,95.5,50.0,56.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 30.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.65,49.07,91.6,104.0405,0.5178,0.2187,0.364,74.79,47.07,33.84,23.4,15.8,0.1957,9.4,39.4,89.2,0.446,0.205,36.6,303 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,71,1,73,Petco Park,
25,621566,Matt Olson,ATL,SD,2026-06-25T00:40:00Z,Scheduled,3,JP Sears,676664,L,59.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.7,54.1,43.6,92.1,50.0,18.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 9.4% barrel, 30.0 HR allowed",EV profile; pitcher allows elevated contact,13.84,51.48,92.88,103.9929,0.5081,0.2552,0.3614,74.67,48.58,36.04,32.01,22.7,0.2463,9.4,39.4,89.2,0.446,0.205,36.6,303 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,71,1,73,Petco Park,
26,641343,Jake Bauers,MIL,CIN,2026-06-24T23:10:00Z,Scheduled,5,Rhett Lowder,695076,R,58.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",58.8,46.2,61.3,81.9,80.0,12.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 5.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.21,51.69,92.33,103.1789,0.4535,0.2097,0.3533,76.78,72.17,38.94,28.72,11.2,0.2095,9.0,39.4,90.5,0.439,0.177,26.9,331 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,44,1,77,Great American Ball Park,
27,686948,Drake Baldwin,ATL,SD,2026-06-25T00:40:00Z,Scheduled,1,JP Sears,676664,L,58.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.3,54.1,43.6,88.7,50.0,18.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,30,1,"Last 7 games: 2/30, 1 HR","same-side matchup; pitcher baseline 9.4% barrel, 30.0 HR allowed",EV profile; pitcher allows elevated contact,15.76,51.0,92.05,103.0565,0.5185,0.2444,0.3747,75.02,52.97,33.34,23.99,15.5,0.2125,9.4,39.4,89.2,0.446,0.205,36.6,303 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,71,1,73,Petco Park,
28,701398,Sal Stewart,CIN,MIL,2026-06-24T23:10:00Z,Scheduled,4,Shane Drohan,675660,L,58.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",62.9,29.9,61.3,90.4,78.0,34.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 4.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.87,44.31,92.18,101.6881,0.5217,0.2586,0.37,72.38,27.49,38.99,31.18,11.3,0.2256,8.1,36.0,87.3,0.351,0.127,28.7,331 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,44,1,77,Great American Ball Park,
